Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission	DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity	Range	Cunning	Weapons	Strength	Shields	gametext	HoF
"Cousteau Captain's Yacht"	"HaD"	"STVE-EN55052"	"V"	"Y"	"55V052"	"Ship"	"4"	""	""	""	""	""	"Federation"	"[TNG]"	"[Cmd]"	""	"Yacht"	""	""	"7"	"7"	"5"	"5"	"6"	"6"	"You may play this ship at your Region: Briar Patch mission where you command {U.S.S. Enterprise-E}. When you play this ship, you may download a [TNG] Dissident."	"Y"
"Omag ""Fat Ferengi"""	"HaD"	"STVE-EN55039"	"V"	"Y"	"55V039"	"Personnel"	"3"	""	""	""	""	""	"Ferengi"	"[Cmd]"	""	"Smuggler. Thief."	""	"Ferengi"	"Acquisition Engineer Officer Treachery"	"3"	"3"	"7"	"7"	"4"	"4"	"At the start of your turn, if you command {Ferenginar} and no other headquarters mission, you may place a non-[Voy] ship from beneath your {Ferenginar} at an opponent's mission where they do not command a ship and give command of that ship to that opponent to score 5 points."	"Y"
"B'Etor Cutthroat Accomplice"	"HaD"	"STVE-EN55040"	"V"	"Y"	"55V040"	"Personnel"	"2"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	"Commander: I.K.S. Cha'Joh. Smuggler. Thief."	""	"Klingon"	"Leadership Physics Science 2 Treachery"	"2"	"2"	"6"	"6"	"6"	"6"	"When you play this personnel, you may stop your [Kli] Smuggler at this mission to draw two cards."	"Y"
"Lursa Cutthroat Accomplice"	"HaD"	"STVE-EN55041"	"V"	"Y"	"55V041"	"Personnel"	"2"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	"Commander: I.K.S. Cha'Joh. Smuggler. Thief."	""	"Klingon"	"Acquisition Engineer Leadership 2 Treachery"	"2"	"2"	"6"	"6"	"7"	"7"	"When you play this personnel, you may stop your [Kli] Smuggler at this mission to download a Maneuver event."	"Y"
"Sela Daughter of Tasha"	"HaD"	"STVE-EN55042"	"V"	"Y"	"55V042"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	"Smuggler."	""	"Human/Romulan"	"Diplomacy Intelligence Leadership Officer 2 Treachery"	"2"	"2"	"6"	"6"	"5"	"5"	"When you play this personnel, you may download two cards. Those cards must be Crime cards, Hand Weapons, or {A History of Collusion}."	"Y"
"Tolian Soran Mad Scientist"	"HaD"	"STVE-EN55043"	"V"	"Y"	"55V043"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Stf]"	""	"Smuggler. Thief."	""	"El-Aurian"	"Engineer 2 Physics Programming Science 2 Treachery"	"1"	"1"	"7"	"7"	"6"	"6"	"When you win combat or an engagement involving this personnel, you may lose 5 points to place the top card of the loser's dilemma pile beneath your planet mission."	"Y"
"Artim Inspirational Child"	"HaD"	"STVE-EN55045"	"V"	"Y"	"55V045"	"Personnel"	"0"	""	""	""	""	""	"Non-Aligned"	""	""	""	""	"Ba'ku"	"Honor"	"6"	"6"	"4"	"4"	"3"	"3"	"This personnel may (and must) play to {Ba'ku Planet}. At the start of your turn, if this personnel is not on Ba'ku Planet, remove him from the game. Each unique personnel present is attributes +1."	"Y"
"Sojef Pacifistic Luddite"	"HaD"	"STVE-EN55046"	"V"	"Y"	"55V046"	"Personnel"	"1"	""	""	""	""	""	"Non-Aligned"	""	""	""	""	"Ba'ku"	"Honor Law"	"6"	"6"	"6"	"6"	"6"	"6"	"This personnel may (and must) play to {Ba'ku Planet}. At the start of your turn, if this personnel is not on Ba'ku Planet, remove him from the game. When you play this personnel, you may download a Dissident or a Son'a."	"Y"
"Duras Romulan Conspirator"	"HaD"	"STVE-EN55047"	"V"	"Y"	"55V047"	"Personnel"	"2"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	"Assassin. High Council Member."	""	"Klingon"	"Law Leadership 2 Treachery"	"2"	"2"	"6"	"6"	"7"	"7"	"Order - Return this personnel to his owner's hand to kill an opponent's Honor personnel present."	"Y"
"Tallus Blustering Pursuer"	"HaD"	"STVE-EN55048"	"V"	"Y"	"55V048"	"Personnel"	"3"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	"Commander: Ehrehin."	""	"Romulan"	"Astrometrics Leadership Navigation Officer Science Security"	"4"	"4"	"6"	"6"	"6"	"6"	"When the {D'deridex-class ship} that this personnel is aboard moves to the same mission as an opponent's ship, you may begin an engagement involving this personnel."	"Y"
"Tomalak Smug Antagonist"	"HaD"	"STVE-EN55049"	"V"	"Y"	"55V049"	"Personnel"	"3"	""	""	""	""	""	"Romulan"	"[Cmd]"	""	"Commander: Deranas."	""	"Romulan"	"Diplomacy Leadership Navigation Officer Security Treachery"	"0"	"0"	"3"	"3"	"4"	"4"	"This personnel is attributes +1 for each Region: Neutral Zone mission where an opponent does not command a ship."	"Y"
"Li'seria Son'a Flagship"	"HaD"	"STVE-EN55050"	"V"	"Y"	"55V050"	"Ship"	"6"	""	""	""	""	""	"Dominion"	""	"[Cmd][Stf][Stf]"	""	"Warship"	""	""	"8"	"8"	"8"	"8"	"8"	"8"	"When an opponent's personnel at this mission is killed in combat or an engagement, you may place a [Dom] Son'a from hand aboard this ship."	"Y"
"Son'a Battleship"	"HaD"	"STVE-EN55051"	"V"	"N"	"55V051"	"Ship"	"7"	""	""	""	""	""	"Dominion"	""	"[Cmd][Cmd][Stf]"	""	"Battleship"	""	""	"8"	"8"	"10"	"10"	"9"	"9"	"To staff this ship, you must have a Son'a aboard. This ship is Range +1 for each personnel in an opponent's discard pile (limit +3)."	"Y"
"I.K.S. Cha'Joh Sisters' Bird-of-Prey"	"HaD"	"STVE-EN55053"	"V"	"Y"	"55V053"	"Ship"	"4"	""	""	""	""	""	"Klingon"	""	"[Stf][Stf]"	"Cloaking Device."	"D-12 Class"	""	""	"7"	"7"	"6"	"6"	"5"	"5"	"This ship is Weapons +2 for each Smuggler aboard (limit +4)."	"Y"
"Ehrehin Avenger"	"HaD"	"STVE-EN55054"	"V"	"Y"	"55V054"	"Ship"	"7"	""	""	""	""	""	"Romulan"	""	"[Cmd][Stf][Stf][Stf]"	"Cloaking Device."	"D'deridex Class"	""	""	"7"	"7"	"9"	"9"	"9"	"9"	"When you win an engagement involving this ship, you may lose 5 points to search your dilemma pile for a Damage dilemma and place it on an opponent's undamaged ship at this mission. Shuffle and replace your dilemma pile."	"Y"
"Sector 441 Analyze Radiation *VP"	"VP"	"STVP-EN335"	"VP"	"Y"	"0VP335"	"Mission"	"0"	"S"	"S"	"4"	"35"	"A"	"[Dom][Fed]"	""	""	"Nebula. Region: Briar Patch."	""	""	"Astrometrics, Navigation, Officer, Science, and Cunning>32"	""	""	""	""	""	""	"While this mission is complete, each Region: Briar Patch mission is span -1."	"Y"
"Bio-ship Attack"	"Ctkr"	"STVE-EN56001"	"V"	"N"	"56V001"	"Dilemma"	"3"	"S"	"S"	""	""	""	""	""	""	"Species 8472."	""	""	""	""	""	""	""	""	""	"Unless you have Navigation, Physics, and Shields>8 or 2 Exobiology, 2 Programming and Cunning>32, all your personnel are stopped, and this dilemma is placed on your ship. Damage - When this dilemma is removed from your ship, place it in your core."	"Y"
"Equinox Conspiracy"	"Ctkr"	"STVE-EN56002"	"V"	"N"	"56V002"	"Dilemma"	"3"	"S"	"S"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Unless you have Diplomacy, Exobiology, Navigation, and Treachery or Intelligence, Programming, Security, and Cunning>32, randomly select two personnel to be stopped. If this dilemma's owner commands {U.S.S. Equinox}, they may discard a Nucleogenic card from hand to kill those personnel instead."	"Y"
"Photonic Turncoat"	"Ctkr"	"STVE-EN56003"	"V"	"N"	"56V003"	"Dilemma"	"2"	"S"	"S"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Unless you have Diplomacy, Science, and Integrity>34 or Engineer, Security, Transporters, and Strength>32, if the opponent on your left commands {Grid 296}, randomly select a personnel. Your opponent places that personnel on their Holoprogram event. (You no longer command that personnel.)"	"Y"
"Plans Within Plans"	"Ctkr"	"STVE-EN56004"	"V"	"N"	"56V004"	"Dilemma"	"3"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Choose one: randomly select three personnel to be stopped; your opponent destroys an event you command; or discard an interrupt from hand."	"Y"
"Race Relations"	"Ctkr"	"STVE-EN56005"	"V"	"N"	"56V005"	"Dilemma"	"2"	"P"	"P"	""	""	""	""	""	""	"Species 8472."	""	""	""	""	""	""	""	""	""	"Unless you have Anthropology and Cunning>32 or a personnel with 2 Exobiology, randomly select a personnel to be stopped. If four or more personnel of the same species are remaining, place this dilemma in your core."	"Y"
"Suspicion"	"Ctkr"	"STVE-EN56006"	"V"	"N"	"56V006"	"Dilemma"	"1"	"P"	"P"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Your opponent chooses a personnel to be stopped. You may stop two personnel who each share a skill with the chosen personnel to prevent this."	"Y"
"Tak Tak Negotiations"	"Ctkr"	"STVE-EN56007"	"V"	"N"	"56V007"	"Dilemma"	"3"	"P"	"P"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Your opponent downloads a Diplomacy personnel. Unless you have the skills on that personnel (except Acquisition, Intelligence, Law, or Telepathy), all your personnel are stopped. Otherwise, your opponent may place the downloaded personnel where he or she could be played."	"Y"
"The Clown: Celebration"	"Ctkr"	"STVE-EN56008"	"V"	"N"	"56V008"	"Dilemma"	"1"	"D"	"D"	""	""	""	""	""	""	"Consume: 1."	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission. When you fail a mission attempt at this mission, begin your Discard Excess Cards segment. At the end of this turn, this dilemma returns to its owner's dilemma pile."	"Y"
"The Clown: Cloaking Device"	"Ctkr"	"STVE-EN56009"	"V"	"N"	"56V009"	"Dilemma"	"2"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission. Add 3 to each attribute requirement needed to complete this mission for each different equipment the opponent on your left commands. At the end of this turn, this dilemma is overcome."	"Y"
"The Clown: Fear Incarnate"	"Ctkr"	"STVE-EN56010"	"V"	"N"	"56V010"	"Dilemma"	"1"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Place this dilemma on this mission (limit one per mission). When the first dilemma whose title begins with ""{The Clown}"" (except a copy of this dilemma) is about to be faced during a mission attempt at this mission, randomly select a personnel to be stopped. When that mission attempt ends, if this mission is incomplete, kill that personnel."	"Y"
"The Clown: Ultimatum"	"Ctkr"	"STVE-EN56011"	"V"	"N"	"56V011"	"Dilemma"	"2"	"D"	"D"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"Your opponent examines your hand and chooses two cards. Unless you choose to discard those cards, randomly select a personnel to be killed."	"Y"
"The Killing Game"	"Ctkr"	"STVE-EN56012"	"V"	"N"	"56V012"	"Dilemma"	"8"	"S"	"S"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"For each event your opponent commands in their core, this dilemma is cost -1 (-2 for each Decay event). Unless you have 2 Engineer, 2 Medical, and Cunning>38 or 2 Diplomacy, Leadership, and 2 Physics, randomly select two personnel to be placed in your opponent's brig."	"Y"
"Your Galaxy Is Impure"	"Ctkr"	"STVE-EN56013"	"V"	"N"	"56V013"	"Dilemma"	"3"	"S"	"S"	""	""	""	""	""	""	"Species 8472."	""	""	""	""	""	""	""	""	""	"Choose one: place this dilemma in your core; randomly select three personnel to be stopped; or randomly select two personnel to be killed."	"Y"
"Ha'Dara Simulation"	"Ctkr"	"STVE-EN56014"	"V"	"Y"	"56V014"	"Event"	"2"	""	""	""	""	""	""	""	""	"Holoprogram."	""	""	""	""	""	""	""	""	""	"To play this event, you must command {Grid 296} and no other headquarters mission. Plays in your core. While three or more cards are on this event, each non-Hologram personnel is attributes -1."	"Y"
"Implant Neural Interface"	"Ctkr"	"STVE-EN56015"	"V"	"N"	"56V015"	"Event"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"To play this event, you must command four Holograms. Plays on an opponent's mission. When your opponent is about to fail a mission attempt at this mission, you may destroy this event to randomly select a personnel involved to be placed on your Holoprogram event. (Your opponent no longer commands that personnel.)"	"Y"
"Nyrian Translocation"	"Ctkr"	"STVE-EN56016"	"V"	"N"	"56V016"	"Event"	"5"	""	""	""	""	""	""	""	""	"Capture. Infiltration."	""	""	""	""	""	""	""	""	""	"Place your Infiltrator aboard an opponent's ship at a non-headquarters mission, then randomly select an opponent's personnel present with that Infiltrator to be placed in your brig. Remove this event from the game."	"Y"
"Sainte Claire Wargame"	"Ctkr"	"STVE-EN56017"	"V"	"Y"	"56V017"	"Event"	"1"	""	""	""	""	""	""	""	""	"Holoprogram."	""	""	""	""	""	""	""	""	""	"Plays in your core. At the start of your turn, if three or more cards are on this event and one or more of those is a personnel you do not own, score 5 points."	"Y"
"Holodeck Safety Protocols"	"Ctkr"	"STVE-EN56018"	"V"	"N"	"56V018"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"When a card an opponent owns is about to make you lose command of your Holoprogram event, you may discard a Hologram from hand to prevent that. You may play this interrupt from your Holoprogram event as if it were in your hand."	"Y"
"Reconfigure"	"Ctkr"	"STVE-EN56019a"	"V"	"N"	"56V019"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"When your [Bor] personnel is facing a dilemma, discard a non-personnel card from hand to name a skill or keyword. That [Bor] personnel and each [Bor] personnel present loses the named skill or keyword until the end of the dilemma."	"Y"
"Triquadric Algorithms"	"Ctkr"	"STVE-EN56020"	"V"	"N"	"56V020"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	"Nucleogenic."	""	""	""	""	""	""	""	""	""	"To play this interrupt, you must command {U.S.S. Equinox}. While your personnel present with three [Voy] Treachery personnel is facing a dilemma, you may discard a card from hand to examine the bottom dilemma in your opponent's dilemma stack."	"Y"
"We Require Your Expertise"	"Ctkr"	"STVE-EN56021"	"V"	"N"	"56V021"	"Interrupt"	"0"	""	""	""	""	""	""	""	""	"Punishment."	""	""	""	""	""	""	""	""	""	"When your Android or Hologram is attempting a mission, he or she gains all skills from your captive or a personnel you do not own on your Holoprogram event until the end of the mission attempt."	"Y"
"Akritirian Detention Facility Prison Break"	"Ctkr"	"STVE-EN56022"	"V"	"Y"	"56V022"	"Mission"	"0"	"S"	"S"	"3"	"30"	"D"	"Any affiliation (except [Bor]) may attempt this mission."	""	""	""	""	""	"Navigation, Programming, and (Diplomacy and Cunning>32 or Security and Strength>32)"	""	""	""	""	""	""	"When you complete this mission, for each personnel that used a skill to complete this mission, take one of your personnel from your opponent's brig and place him or her aboard your ship here."	"Y"
"Bahrat's Space Station Negotiate for Supplies"	"Ctkr"	"STVE-EN56023"	"V"	"Y"	"56V023"	"Mission"	"0"	"S"	"S"	"3"	"35"	"D"	"Any affiliation (except [Bor]) may attempt this mission."	""	""	"Region: Nekrit Expanse."	""	""	"Diplomacy, Officer, Programming, Cunning>34, and (Acquisition or Treachery)"	""	""	""	""	""	""	"At the start of the opponent on your left's first turn, they may place two dilemmas from the top of their dilemma pile beneath this mission to score 5 points."	"Y"
"Former Briori Colony Investigate SOS"	"Ctkr"	"STVE-EN56024"	"V"	"Y"	"56V024"	"Mission"	"0"	"P"	"P"	"2"	"30"	"D"	"Any affiliation (except [Bor]) may attempt this mission."	""	""	""	""	""	"Medical, Programming, Cunning>30, and (Diplomacy or Security)"	""	""	""	""	""	""	"When you complete this mission, the opponent on your right may download up to three personnel they do not command and place them on this planet. Score 5 points for each."	"Y"
"Kohl Settlement Thaw Hibernating Survivors"	"Ctkr"	"STVE-EN56025"	"V"	"Y"	"56V025"	"Mission"	"0"	"P"	"P"	"2"	"30"	"D"	"[Fed][NA]"	""	""	""	""	""	"Anthropology, Diplomacy, Programming, Cunning>32, and a non-Hologram personnel"	""	""	""	""	""	""	"When your non-Hologram personnel is about to be killed here, you may stop your Hologram present to prevent that."	"Y"
"New Earth Quarantine Infected Crew"	"Ctkr"	"STVE-EN56026"	"V"	"Y"	"56V026"	"Mission"	"0"	"P"	"P"	"2"	"35"	"D"	"[Fed][Vid]"	""	""	""	""	""	"2 Exobiology, Cunning>32, and (2 Biology or 2 Medical or 3 Science)"	""	""	""	""	""	""	"While this mission is incomplete, your personnel cannot beam from this planet. While this mission is complete, each of your Medical personnel is attributes +1."	"Y"
"Ocampa System Salvage Debris"	"Ctkr"	"STVE-EN56027"	"V"	"Y"	"56V027"	"Mission"	"0"	"S"	"S"	"3"	"30"	"D"	"Any affiliation may attempt this mission."	""	""	""	""	""	"Astrometrics, Navigation, Programming, and Cunning>32"	""	""	""	""	""	""	"When you complete this mission, if your personnel completing it have Acquisition, Archaeology, or 2 Engineer, score 5 points."	"Y"
"Plasma Storm Depths Search for Missing Vessel"	"Ctkr"	"STVE-EN56028"	"V"	"Y"	"56V028"	"Mission"	"0"	"S"	"S"	"3"	"35"	"A"	"[Fed]"	""	""	"Region: Badlands."	""	""	"Astrometrics, Leadership, Navigation, Officer, and Cunning>34"	""	""	""	""	""	""	"At the start of your first turn, if each of your other missions is a non-headquarters [DQ] mission, you may discard three cards (or two personnel) from hand to download a [Voy] ship."	"Y"
"Rakosa System Intercept ""Dreadnought"""	"Ctkr"	"STVE-EN56029"	"V"	"Y"	"56V029"	"Mission"	"0"	"S"	"S"	"2"	"30"	"D"	"[Bor][Fed][Kli][NA]"	""	""	""	""	""	"2 Engineer, 2 Programming, Transporters, and (Cunning>34 or Strength>37)"	""	""	""	""	""	""	"When you complete this mission, you may take a dilemma from beneath this mission and place it face up beneath your incomplete [DQ] planet mission."	"Y"
"Subspace ""Sandbar"" Contact Photonic Lifeforms"	"Ctkr"	"STVE-EN56030"	"V"	"Y"	"56V030"	"Mission"	"0"	"S"	"S"	"4"	"40"	"D"	"[Fed][NA]"	""	""	""	""	""	"Anthropology, Engineer, Exobiology, Security, a Diplomacy Hologram, and Cunning>38"	""	""	""	""	""	""	"While this mission is complete, you may play Holograms from your Holoprogram events as if they were in your hand."	"Y"
"Seska Complicated Loyalties"	"Ctkr"	"STVE-EN56031"	"V"	"Y"	"56V031"	"Personnel"	"1"	""	""	""	""	""	"Bajoran"	"[Stf][Maq]"	""	""	""	"Cardassian"	"Engineer Intelligence Programming Transporters 2 Treachery"	"2"	"2"	"7"	"7"	"5"	"5"	"When this personnel uses a skill to complete a mission, each of your opponents may draw a card."	"Y"
"Chronology Drone"	"Ctkr"	"STVE-EN56032"	"V"	"N"	"56V032"	"Personnel"	"2"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Anthropology Navigation Physics Science"	"5"	"5"	"5"	"5"	"5"	"5"	"When you play this personnel, you may discard a card from hand to download a Temporal card."	"Y"
"Countermeasure Drone"	"Ctkr"	"STVE-EN56033"	"V"	"N"	"56V033"	"Personnel"	"1"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Drone."	""	"Borg"	"Engineer Exobiology"	"5"	"5"	"5"	"5"	"5"	"5"	"When you play this personnel, you may download {Adapt}, {Ascertain}, {Neural Transceiver}, or {Reconfigure}."	"Y"
"Third of Five Altruistic Individual"	"Ctkr"	"STVE-EN56034"	"V"	"Y"	"56V034"	"Personnel"	"3"	""	""	""	""	""	"Borg"	"[Stf]"	""	"Dissident."	""	"Borg"	"Engineer 2 Honor Programming"	"7"	"7"	"6"	"6"	"6"	"6"	"While you command a [Bor] non-Dissident personnel, this personnel loses all of his skills and his next ability. When your [Bor] Dissident personnel present is randomly selected by a dilemma, you may replace him or her with this personnel."	"Y"
"Alex Porter Campaign Veteran"	"Ctkr"	"STVE-EN56035"	"V"	"Y"	"56V035"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][Maq]"	""	""	""	"Human"	"Exobiology Geology Physics Science Security"	"5"	"5"	"6"	"6"	"5"	"5"	"When this personnel begins a mission attempt at a mission with an event on it, choose an opponent; they may draw a card. If they do, you may exclude this personnel from random selections during this mission attempt."	"Y"
"Berman"	"Ctkr"	"STVE-EN56036"	"V"	"N"	"56V036"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Cmd][Maq]"	""	""	""	"Human"	"Astrometrics Officer Programming"	"5"	"5"	"5"	"5"	"6"	"6"	""	"Y"
"Carlson"	"Ctkr"	"STVE-EN56037"	"V"	"N"	"56V037"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Stf][Voy]"	""	""	""	"Human"	"Leadership Officer Programming"	"5"	"5"	"6"	"6"	"6"	"6"	""	"Y"
"Chakotay The Galaxy's Most Wanted"	"Ctkr"	"STVE-EN56038"	"V"	"Y"	"56V038"	"Personnel"	"5"	""	""	""	""	""	"Federation"	"[Cmd][Voy][Fut]"	""	"Commander: Delta Flyer. Thief."	""	"Human"	"Anthropology Archaeology Leadership Navigation Security Treachery"	"5"	"5"	"6"	"6"	"5"	"5"	"When you play this personnel, the opponent on your left may place the top card of their dilemma pile face up beneath your incomplete non-headquarters mission. If they do not, he is cost -5."	"Y"
"Doyle"	"Ctkr"	"STVE-EN56039"	"V"	"N"	"56V039"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Stf][Voy]"	""	""	""	"Human"	"Geology Medical Science"	"5"	"5"	"5"	"5"	"6"	"6"	""	"Y"
"Dr. Crell Moset Medical Consultant Program"	"Ctkr"	"STVE-EN56040"	"V"	"Y"	"56V040"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Voy]"	""	""	""	"Hologram"	"2 Exobiology 2 Medical 2 Science"	"4"	"4"	"7"	"7"	"5"	"5"	"When your [Voy] personnel present is about to be killed by a dilemma, you may discard a [Voy] personnel of a different species from hand to stop that personnel instead."	"Y"
"Dr. Lewis Zimmerman Diagnostic Program Alpha One One"	"Ctkr"	"STVE-EN56041"	"V"	"Y"	"56V041"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[E]"	""	""	""	"Hologram"	"2 Engineer 2 Programming"	"6"	"6"	"7"	"7"	"5"	"5"	"You may play this personnel aboard your {U.S.S. Voyager}. When you are about to lose command of your Hologram present, you may remove this personnel from the game to prevent that."	"Y"
"E.M.H. Mark II Newborn but Filled with Courage"	"Ctkr"	"STVE-EN56042"	"V"	"Y"	"56V042"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[E]"	""	""	""	"Hologram"	"Anthropology Biology Exobiology 2 Medical Science"	"5"	"5"	"6"	"6"	"5"	"5"	"You may play this personnel aboard your {U.S.S. Prometheus}. When your personnel present is about to be killed by a dilemma, you may make your opponent take a card from their discard pile into hand to prevent that."	"Y"
"Geordi La Forge Temporal Enforcer"	"Ctkr"	"STVE-EN56043"	"V"	"Y"	"56V043"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][TNG][Fut]"	""	"Commander: U.S.S. Challenger."	""	"Human"	"Engineer Leadership Officer Physics"	"6"	"6"	"6"	"6"	"5"	"5"	"While this personnel is attempting a mission, if an opponent commands a Temporal event, he is attributes +1 and gains Law and Security."	"Y"
"Mariah Henley"	"Ctkr"	"STVE-EN56044"	"V"	"N"	"56V044"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Stf][Voy]"	""	""	""	"Human"	"Astrometrics Diplomacy Navigation"	"6"	"6"	"5"	"5"	"5"	"5"	""	"Y"
"Pemberton"	"Ctkr"	"STVE-EN56045"	"V"	"N"	"56V045"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Stf][Voy]"	""	""	""	"Human"	"Astrometrics Exobiology Physics Treachery"	"4"	"4"	"6"	"6"	"5"	"5"	"When you play this personnel, you may lose 5 points to score 5 points. When you lose command of this personnel, remove him from the game."	"Y"
"Piller"	"Ctkr"	"STVE-EN56046"	"V"	"N"	"56V046"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Stf][Maq]"	""	""	""	"Human"	"Archaeology Geology Honor"	"6"	"6"	"5"	"5"	"5"	"5"	""	"Y"
"Revised Kizar"	"Ctkr"	"STVE-EN56047"	"V"	"N"	"56V047"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Voy][Fut]"	""	""	""	"Hologram"	"Archaeology Engineer Security Treachery"	"4"	"4"	"6"	"6"	"6"	"6"	"When you use the ability of a [Fut][Voy] Hologram to discard a card from hand, if this personnel is in your hand, you may place him where he could be played."	"Y"
"Rollins Trusted Subordinate"	"Ctkr"	"STVE-EN56048"	"V"	"Y"	"56V048"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][Voy]"	""	""	""	"Human"	"Archaeology Geology Law Leadership Officer Security Transporters"	"6"	"6"	"6"	"6"	"5"	"5"	"When you play this personnel, your opponent may draw up to three cards. This personnel is cost -1 for each card drawn this way."	"Y"
"Sidney Albert Hardhearted"	"Ctkr"	"STVE-EN56049"	"V"	"Y"	"56V049"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Cmd][Voy]"	""	""	""	"Human"	"Biology Diplomacy Engineer Geology Officer Treachery"	"4"	"4"	"7"	"7"	"5"	"5"	"While this personnel is facing a dilemma, if three or more Nucleogenic cards are in your discard pile, you may lose 5 points to meet Integrity requirements of that dilemma using Cunning instead."	"Y"
"Taylor"	"Ctkr"	"STVE-EN56050"	"V"	"N"	"56V050"	"Personnel"	"1"	""	""	""	""	""	"Federation"	"[Stf][Maq]"	""	""	""	"Human"	"Biology Diplomacy Transporters"	"5"	"5"	"6"	"6"	"5"	"5"	""	"Y"
"Tessa Omond Temporal Conspirator"	"Ctkr"	"STVE-EN56051"	"V"	"Y"	"56V051"	"Personnel"	"3"	""	""	""	""	""	"Federation"	"[Stf][E][Fut]"	""	"Thief."	""	"Human"	"Archaeology Exobiology Navigation Programming Transporters Treachery"	"5"	"5"	"6"	"6"	"5"	"5"	"When you play this personnel, she is cost -1 for each different Temporal event you command."	"Y"
"Tricia Jenkins Relaxed Pilot"	"Ctkr"	"STVE-EN56052a"	"V"	"Y"	"56V052"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Stf][Voy]"	""	""	""	"Human"	"Astrometrics Exobiology Navigation"	"5"	"5"	"6"	"6"	"5"	"5"	"When you play this personnel, you may spend an additional 5 counters this turn. If you do, each of your opponents may score 5 points."	"Y"
"William T. Riker Surprised Witness"	"Ctkr"	"STVE-EN56053"	"V"	"Y"	"56V053"	"Personnel"	"2"	""	""	""	""	""	"Federation"	"[Cmd][TNG]"	""	"Q."	""	"Human"	"Anthropology Diplomacy Leadership Navigation Officer"	"6"	"6"	"6"	"6"	"6"	"6"	"You may play this personnel aboard your {U.S.S. Voyager} at cost -2 to choose an opponent; they may download a Q card. When this personnel uses a skill at a [DQ] mission, shuffle him into his owner's deck."	"Y"
"Reg Inside Man"	"Ctkr"	"STVE-EN56054"	"V"	"Y"	"56V054"	"Personnel"	"3"	""	""	""	""	""	"Ferengi"	"[Stf]"	""	"Infiltrator."	""	"Hologram"	"Acquisition Biology Diplomacy Engineer Programming 2 Treachery"	"2"	"2"	"7"	"7"	"5"	"5"	"When you play this personnel, you may place him aboard an opponent's ship to name one of his skills. When an opponent's personnel present uses the named skill, you may exchange a card in hand with a card beneath your {Ferenginar}."	"Y"
"M'tokra"	"Ctkr"	"STVE-EN56055"	"V"	"N"	"56V055"	"Personnel"	"3"	""	""	""	""	""	"Klingon"	"[Cmd]"	""	""	""	"Klingon"	"Anthropology Diplomacy Engineer Honor Law Programming"	"7"	"7"	"5"	"5"	"7"	"7"	"You may play this personnel aboard your [Kli] ship at a non-[AQ] mission at cost -1."	"Y"
